BayNumber,Launch_Velocity,LaunchAngle,Height,Carry,Total,LandingSpinRate,Curve,lat,lon,temp_c,temp_f,wind_mph,wind_kph,wind_degree,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,vis_km,vis_miles,uv,gust_mph,gust_kph,air_density,straightness,Roll
1.0,-0.1947699394102525,-0.13420420866854665,-0.24663222328275095,-0.19038311297440463,-0.17040929406766864,-0.022770378945035308,0.02246707529040326,0.17066834323323013,0.08715591538012392,-0.21873569969449538,-0.21875958807759163,-0.17711729892751912,-0.17829613648815293,0.05957092877200042,-0.18898027332875716,-0.17605824142470813,-0.12220876038070848,-0.11943338092762726,0.223106787722028,0.15485330628033026,-0.1968564342429413,-0.19675126458813308,-0.2873947876142649,-0.27815817947774135,-0.17145033974771234,-0.30189719578628105,-0.3018814349336689,-0.05579645472885102,0.08407395700530247,0.0531491868812543
-0.1947699394102525,1.0,-0.3839382155032161,0.5464290310383201,0.9041198440215972,0.9595657341518051,-0.6783170846027532,0.08741057722929486,-0.16713820557065684,-0.03760815779510748,0.12011922173359534,0.1201237451641585,0.13254548107212233,0.1330212884918367,-0.032083893871440235,0.10958587602473077,0.10293653194438135,0.06394918880021597,0.06244445205475453,-0.10325016659078058,-0.00866512535131024,0.10918448707207051,0.10921780482450519,0.11588012584001976,0.11434176704574435,0.13272978217677261,0.12373067013161354,0.12362840722079066,0.014072354303179734,-0.5535287571604102,0.347222360582808
-0.13420420866854665,-0.3839382155032161,1.0,0.3821550223438763,-0.14643176908583966,-0.33867215776981024,0.8235151157611911,0.017727675597359042,0.011044682112343147,0.025397501742138784,0.015305951307296065,0.015296542591269684,0.052121281702881626,0.05219787410353601,0.011388244774073927,-0.011066020860301132,-0.014849816051994404,-0.010094114970472976,-0.010084523834990547,0.027267952510047384,-0.02446924729568626,0.010416428436537324,0.010362921132836798,-0.006475513892714302,-0.005090223939671337,0.0026753274138830063,0.06887613629013324,0.06889194614082408,-0.05070575767271315,0.14390733187410404,-0.7873624049889142
-0.24663222328275095,0.5464290310383201,0.3821550223438763,1.0,0.7487069777276788,0.6018094967469086,0.1180482139262298,0.1482585934353787,-0.12297328813726968,-0.016881029822085263,0.103234361120595,0.10322149650972008,0.14788302693922237,0.14830243287758726,-0.015627674075362124,0.0863933364229723,0.07707385365664042,0.03927282778664579,0.03819947129081357,-0.0648710930388199,-0.010769596494386554,0.09053107760859097,0.0905503089310452,0.09256535100061879,0.09226304737499909,0.10712438562283239,0.15625121545086798,0.15605071820674035,-0.016893036997839273,-0.4205249575229483,-0.48169584201922166
-0.19038311297440463,0.9041198440215972,-0.14643176908583966,0.7487069777276788,1.0,0.9680811578181078,-0.4192135089898198,0.12089334878722707,-0.18988399432151098,-0.03512868865214609,0.13740044450079372,0.1374093787817483,0.1425911137664039,0.14305987003701223,-0.04238700654212216,0.12294914608884272,0.11584231083258863,0.07416921597100526,0.07255150203243567,-0.11408610790561076,-0.007602451543792359,0.1261738037909787,0.1262161904676822,0.11741016112687475,0.11404756328198602,0.1467959989698756,0.12725043398421304,0.1271542157216024,0.011337939908046058,-0.5634700818334482,0.012040423372909557
-0.17040929406766864,0.9595657341518051,-0.33867215776981024,0.6018094967469086,0.9680811578181078,1.0,-0.6168650396274047,0.09891654260357326,-0.19893828914909614,-0.026062931019561076,0.13778835611290327,0.137802040579863,0.13463841663303447,0.13509467873114206,-0.04577049406588668,0.11786818455603995,0.11202083245955805,0.07206142839872048,0.0704171279496397,-0.11185013184939994,-0.005928672247071952,0.12811980650786792,0.12816662432769577,0.10416148123726555,0.10237514536161328,0.1485002364740189,0.10194121586955346,0.10188979172594043,0.007243637787740648,-0.5469890853594059,0.26227486501718994
-0.022770378945035308,-0.6783170846027532,0.8235151157611911,0.1180482139262298,-0.4192135089898198,-0.6168650396274047,1.0,-0.010870581253417317,0.056323374100715744,0.026107803367761685,-0.017783376379959064,-0.017793867720503505,-0.013736216203738067,-0.013855307645287253,0.008496337494973215,-0.0273200348956634,-0.02745867665961798,-0.027153475376230623,-0.02651011277200313,0.033948511895419115,-0.014110082667582022,-0.01723778144354665,-0.01727378836938711,-0.035288331363873465,-0.03675278674717434,-0.035078386096810514,0.006802735791915169,0.006836062643975773,-0.026800427146694304,0.29961456999740915,-0.8469716288107199
0.02246707529040326,0.08741057722929486,0.017727675597359042,0.1482585934353787,0.12089334878722707,0.09891654260357326,-0.010870581253417317,1.0,0.0003901456565984555,0.09004358521878353,-0.010169913302436193,-0.010174870316205209,0.018483782075592252,0.018438505449789186,0.02317160001623248,-0.055419215385865424,-0.05432634491947992,-0.07397594698516403,-0.07392286980584745,0.06174518289374847,-0.025018241118147395,-0.0057243011576103,-0.005774323426057848,-0.1054483289689348,-0.09633028887539456,0.007456622055892528,-0.06785174210773645,-0.06780840795610837,-0.07136364741472531,-0.19675179752793356,-0.07082640255428574
0.17066834323323013,-0.16713820557065684,0.011044682112343147,-0.12297328813726968,-0.18988399432151098,-0.19893828914909614,0.056323374100715744,0.0003901456565984555,1.0,-0.35086083301153326,-0.8273076084848365,-0.8273145963576183,-0.355546029419729,-0.3563205907090108,0.31707884097308553,-0.5214478813286955,-0.5191756174444886,-0.04095652138701121,-0.03347869855536541,0.5706596439321252,0.14228636514202248,-0.8217794827115502,-0.8218549684152467,-0.05879524110784787,-0.07734790453552699,-0.7335015653532494,-0.04874440477442737,-0.04894484928313583,0.13429474775140565,0.00179519401339559,-0.06257630598865971
0.08715591538012392,-0.03760815779510748,0.025397501742138784,-0.016881029822085263,-0.03512868865214609,-0.026062931019561076,0.026107803367761685,0.09004358521878353,-0.35086083301153326,1.0,0.5608962051753381,0.5608755523878635,0.15135031763869722,0.15116998112446076,-0.010902481558745611,-0.07243018985056815,-0.06691606517568928,-0.3361275462515841,-0.3327672128941176,0.012178948112297963,-0.1937619732864515,0.5970356991272823,0.5969769464427006,-0.6689937999818177,-0.5848422883035612,0.43406935805238406,-0.2247616771884407,-0.2241459446347696,-0.6565012442832945,0.11103503487659348,0.031245775141298823
